,address,delegation,refund_in_ujuno,refun_in_juno
1059,juno12drhwq6z3ysj80d42fnlvaj57xuuh5y0m9r3s9,63000000,3150000,3.15
1060,juno12dygcajw32klllka3wk5sf8xgrsfzssk9kr8ra,5000000,250000,0.25
1061,juno12d9jm6mhw5swfqqxat5n404uwdx5p2zdygrdre,47609897,2380494,2.380494
1062,juno12d2e5g23n7c3xjt60snxhe5ma6drhed9jaxahw,50000000,2500000,2.5
1063,juno12wrpwmlpqqkvewl9hqzyddc6c5fy4mnw7lk097,68237800,3411890,3.41189
1064,juno12wrcx0au3t5sa2reay4xp6zdz35s8gczqgn9yg,74000000,3700000,3.7
1065,juno12wyg2vm7cmkrgqggmptu0jluptsv2ndkjvxc8e,10573107,528655,0.528655
1066,juno12wg9xsnk3rw2c6a9tymccj5w42nmtuh703g9me,62500022,3125001,3.125001
1067,juno12wmc67pe56k4q8e02es8srsr2l97kwakyks2s3,10001,500,0.0005
1068,juno12wu58k5qtw3uxagn0l8fh0z2r0pzku2zmjpcqc,109443983,5472199,5.472199
1069,juno1202suj2434kpp6y56arthyxps3padrh3jfvdwr,10001,500,0.0005
1070,juno120wyatxy3shuk4rezztrjyumwhvrcrx7gmctsd,10000000,500000,0.5
1071,juno120wkyfh5pggl2z0yfw6nva5mptv9a2vg0nysh5,131891031,6594551,6.594551
1072,juno1204x95jeljjtetuf4nfxepp7r98ya2st9eflaq,330014,16500,0.0165
1073,juno12s8gs5gx7ypgzlptdr6ex7lt3hfavz95nqq3pl,1000000000,50000000,50.0
1074,juno12s45ffl0dvz2f5kxaykwur0fqhxpz90hgh5j9w,1001,50,5e-05
1075,juno12sk6lkynhek2lau3gzp6xvl6a98ndfaw2jhxl3,105234094,5261704,5.261704
1076,juno12slt96ddw9wtppg7ce2hgxvcax4wsxfpyma3nh,7079757,353987,0.353987
1077,juno12j7rg02evw2nuzsq2llh8acvnwd3eltkrcurvf,2693896512,134694825,134.694825
1078,juno12nt3ccjaja2vq36hht4cs7kgyskwr5vumh9v0u,10001,500,0.0005
1079,juno12nmelh9psl0hnah3ssclqrgh6cup030su4k4xw,27842898,1392144,1.392144
1080,juno125pseuxy76yy6xnp5wc3lp8hvca9hu9c5t3f2n,137700000,6885000,6.885
1081,juno125phytj7gr767w96as9qqgjk4hr4hj2yxju5qf,32223493,1611174,1.611174
1082,juno125xm37flu8s4qsxt8hmt568qsv7xgr974dlht9,20000000,1000000,1.0
1083,juno1254lzj35nzhhws9z8jrmd7xda2znmrrz3md3v7,150027979,7501398,7.501398
1084,juno124yxkyd3hrj04da9y8s3anxdkzfwa0mesv4l7x,14195716,709785,0.709785
1085,juno12408a4h50493guql4kq6mcexarwnwhumarv3kf,8535906,426795,0.426795
1086,juno1243yhe2plcqqkhwkl8dwv53nzvxrdye2zhwzax,47000000,2350000,2.35
1087,juno124ujj7f5nmxd32ugk92dl3th92c48yngpakwhd,12500000,625000,0.625
1088,juno12kpc2mfp48wf58kwc9t89rrceexqd5kymkudxd,7000000,350000,0.35
1089,juno12kfvfp7f23gnzqvpuf9y5lqjl222nas0758qhs,171368237,8568411,8.568411
1090,juno12ke0xkepe9lfkpn2906pdyj304lwqfk5qgu2y3,100,5,5e-06
1091,juno12kmma4mjtnmnqhcky6fppg4g94zc5mvklelc7q,28438,1421,0.001421
1092,juno12hpqwcwha50x0kcfpzlq9dsje9sheeeeq6af3j,4700000,235000,0.235
1093,juno12hrhl7jv3jsdpknm2402c9cr0ksfzpexp5vvmg,98540496,4927024,4.927024
1094,juno12hrm3qpflqn90ddzvwcdajkezfuwz7vcvmm7uc,50020000,2501000,2.501
1095,juno12h3f4r8yu748aw47yyknkaq3g4zdjhczcvcgug,22658739,1132936,1.132936
1096,juno12hhf6v5quyq9w623425za9qvympfx83w32kj4f,20000000,1000000,1.0
1097,juno12hhlgu0tpjn2aasnqk77e50fnfmwa2rf40hutn,5500000,275000,0.275
1098,juno12hlwjnd4hdzz632553p4hq8g598c56vhq9mvd0,400000,20000,0.02
1099,juno12chq77z5yzw6mtncrh9kewzxcehakpe2cyk77e,194464008,9723200,9.7232
1100,juno12cu0a6czmt2ne7zfpkfd8c0wyzg66a6k584uc8,38000000,1900000,1.9
1101,juno12e249pzrztnsjqps9umgdue9j29324s64frfx3,112536284,5626814,5.626814
1102,juno12eduj3m8er2wwayhxxgc6a4u00xryk8m5jyylf,500000,25000,0.025
1103,juno126ddmmvjst89ds7cxmqcquhngk2x40asqmlwkh,239910063,11995503,11.995503
1104,juno126wkxkqc63q58ncjm8fsp4sxvha4fw420fpa52,13000,650,0.00065
1105,juno1260g958tkvmwnh33p9alyya67nsruseea9ndzf,17090880,854544,0.854544
1106,juno12mdekmt8f9vnrh4ldhmhspsrvlyus68qrwnugt,117416800,5870840,5.87084
1107,juno12ap9jcxf4544gnyqvss8dpedsnkjt7jpazk25j,316200000,15810000,15.81
1108,juno12aphhxhxwa083z89sjlg7wsdjwk7rv8zgramwx,95000000,4750000,4.75
1109,juno12798ekp47za029spx4ut8muycdecd2esvpgheq,940000,47000,0.047
1110,juno12lx5hr9yh00u2czx3seqsvcvfv4zsnvfgjg8pe,1001,50,5e-05
1111,juno12l8pd0yps6gsmplx59zdfaj3uy0v3704xg0fdn,6240000,312000,0.312
1112,juno1tqdvlku97p88z5ndf3jz55vnccmzgs8jp5p49d,8425334999,421266749,421.266749
1113,juno1tqesgvpfwul62rnrualfgugld0m7t0a7tg93v9,1000000,50000,0.05
1114,juno1tqldl7rc9ga50n73hmxtu8grc09e74xqt0dth5,3819016,190950,0.19095
1115,juno1tpqmxjml8t3udpf72y8nal7ggpg4p0y22wr5za,2000000,100000,0.1
1116,juno1tpzh0qjueqjcs4k08cnjwa2s3nfrdxdheflw7k,7550000,377500,0.3775
1117,juno1tp943hfps02racuvttwgsmsjhuv87s30ptespu,213494791,10674739,10.674739
1118,juno1tpkk5sj5sek2h2k0a0mqd8lnk4y96vj4r9c4wz,115562,5778,0.005778
1119,juno1tzqd0wt36l5euw66p356h30xtfcry0lc9s69gm,3807542,190377,0.190377
1120,juno1tzvtp58w5vhs7t9fx4p7chnjghwuu7n8pshd3t,1001,50,5e-05
1121,juno1tzkfpr0pwrqn7dz6pm9gpun9wv9ww4f8dfce9j,25000000,1250000,1.25
1122,juno1tzu9kq8qhmmnmwqvuv9ja6fdqafpg0ehagghat,7842630,392131,0.392131
1123,juno1tza8u8l4mqjyy8pn8ryssl52aqs2e4y3aeud66,14000000,700000,0.7
1124,juno1trgcs429mnkhwkergck4ultct0kkrw4wtfprtv,138000000,6900000,6.9
1125,juno1trmrp74l0430p43p8wh82wg77g7998ep4xcpck,20000000,1000000,1.0
1126,juno1tyr8lskch6mc098f5u5t3dqvq5wyplc9kq6yvc,117780591,5889029,5.889029
1127,juno1tyk33uzuen03du58sh5vq5n2s49deecqtsdmha,120000000,6000000,6.0
1128,juno1tyaf0u0gvplk6nqj2gg9jqadmj6gkju6d9fv6y,102008839,5100441,5.100441
1129,juno1t9dje4dfeu3af5rc2yxsvyeu5td0a2v6knjklz,25100000,1255000,1.255
1130,juno1t9nywvzc7jhj7hk5kj4qy2te0sfp7mevujj846,10,0,0.0
1131,juno1t9a22d2mk4g76w394ll9g37e8mhq8563xudps0,50235417,2511770,2.51177
1132,juno1txjhkh7x0sdsrfzw6jmqtr4tvpy0ldyfm8cqqz,300000000,15000000,15.0
1133,juno1tx5fu2d7vdyjn9jt7ppm9447n5xzj7m0qjedpp,103785422,5189271,5.189271
1134,juno1t8ss3y2wl6yaan5l347ueywxdu0u4c4jtct8sk,5081758,254087,0.254087
1135,juno1t84x7wyh334y7uzqq4w7alp5fdkr239jfv3wnz,92733914,4636695,4.636695
1136,juno1t8cjmt4u0uuw29tsp0vtsrdexzcrlkrv7e5w0f,71121856,3556092,3.556092
1137,juno1tg8he6zqlust7alpx5tq5fcmwm237xqg3562v9,89378241,4468912,4.468912
1138,juno1tgl8ptrknr0puafcnldm7n2g8vhjxhumputuyc,100,5,5e-06
1139,juno1tfygeeu23u95k367ktz4p73936t3d9j3gzht2h,14080848,704042,0.704042
1140,juno1t2x89t5wgtrgk8kqxjr70sdnygw2pd23u7fxls,5000000,250000,0.25
1141,juno1t2vtt4qzhcgg04czu327vaxz0v5drg2wxlaqef,101918113,5095905,5.095905
1142,juno1t2hv74h4jsjq8m8cq7nmv9f7macgnd20v5stkk,1054621777,52731088,52.731088
1143,juno1ttp6jeuejjrgw3e5sk06w0g5lkshn5pc0hvvst,1100000,55000,0.055
1144,juno1ttyy7fz35e8m83ypdujvlhrr39h2eesye0eesf,17727448,886372,0.886372
1145,juno1ttt5mexpuepwu0pws4vuc0qsx9al3lyc6d6dz8,100000,5000,0.005
1146,juno1ttdsaf43x5mu73d206eehx26x4dlfp6yrvn8un,2403182,120159,0.120159
1147,juno1ttj96hkx5p8xzm3xynw732f9ptz6m238umke6k,106000000,5300000,5.3
1148,juno1tt74xl5637wd6u60tfvtvrphyahtjcu0x8f0q3,100100,5005,0.005005
1149,juno1tvztzfanykvfta3dwrdctzv8jue4rewcf28gan,1100000,55000,0.055
1150,juno1tvgqvwsf2raywnpxrftul06qsrxwkwwzmxgtk7,46000000,2300000,2.3
1151,juno1tvvmzr4crhjckhv08xchqe0gq44d5swqprw0fz,20000000,1000000,1.0
1152,juno1tvjre84e2yt3kxnfnh8w9swdm0cxd7md3rqs7k,63950000,3197500,3.1975
1153,juno1tvcd8welups8wwgj9jxqpt9027eyzatlrn278p,50000000,2500000,2.5
1154,juno1tdxl7uyusr2rtwf2p5ypmeaxk92t53qfthm0ff,1240000,62000,0.062
1155,juno1tdsmq85ww30wexwrgm9rx9gm0gd02sg7l0t09v,11140778,557038,0.557038
1156,juno1tdlwkxvvg39rnf4hkc3cve5zxrxd609kujsh2c,10000000,500000,0.5
1157,juno1tw25gn2r8ls3vtxwapxf0mkh7yddwdzmh4yzdy,84299992,4214999,4.214999
1158,juno1t0q3hmk38lzu3q0thwus5zyhww2sgsh7tphl50,60442342,3022117,3.022117
1159,juno1ts0rqa77zndafd59dkwwnkaum3x8lm5p74gh0s,40000000,2000000,2.0
1160,juno1tsk05uzkn2t9cpprm4sw7x7h7ahq2n2uudmj3v,108596,5429,0.005429
1161,juno1t3qp52hf5p4julm52ftssqxdhpvyh9c0y3jmg6,26000000,1300000,1.3
1162,juno1t3ytvwl0z42fc5gu5vz359fa8d6auqqkgfyqsx,12376593,618829,0.618829
1163,juno1t38zwq0xgwgnk4js897543attkqng832etcku7,1999899,99994,0.099994
1164,juno1t3g7fhs8pvgrfcf5ph4psw7c2lusxtr68glz3e,1000000,50000,0.05
1165,juno1t3w50f47qwd7vepuputevvav4dw0vvwwvnltvd,143014257,7150712,7.150712
1166,juno1t30cnk0ht6vdupf6k8dnt8u44f8k266307zh57,6500000,325000,0.325
1167,juno1tjr7cwn8sx80wzcvxajhmuakjq9kvr2jfnak3h,1001,50,5e-05
1168,juno1tj9qgxtv0pqkhvjtzp3aeze9kh37wapsw9xl7f,308000000,15400000,15.4
1169,juno1tjjqngwk85lcg7ey0jg3ppvqjqzhjvdx72v9dk,1001,50,5e-05
1170,juno1tj6ljwfn3rgwema29h545mamdzsxnlsr998xf8,1350000,67500,0.0675
1171,juno1tn3939gwuzt8005aawemhj8lltzp0hk5rrmpf9,1000000,50000,0.05
1172,juno1tnkvcdf645dhg49l32lkfsu3djlnqf4k9h56te,13000000,650000,0.65
1173,juno1t55v63cjyc6hj9ade2wz6t6u5j6llqvxth5tg0,13888182,694409,0.694409
1174,juno1t56zhcdn5uesr7at4x83fs9nhsmd3smv5spzrz,100,5,5e-06
1175,juno1t4fey7kxvsq90cve39gxwwdqwx8xlquztmf0ff,10001,500,0.0005
1176,juno1t4nftxmu3nnr49w49wd7xcp4l030vweffjj2d9,100514119,5025705,5.025705
1177,juno1tkycyv6lt7aedr828q0fdxh26vp7dtfuk09m7f,60000000,3000000,3.0
1178,juno1tkvkxz9fqrcd45zp3pxhtz7fhzmxgm5ve886q4,21370000,1068500,1.0685
1179,juno1tk53a35k6e8ty6cu6ysy6g5kdscg7cgqg0as69,100,5,5e-06
1180,juno1tkhhqxekaz6j0arlydntum7ygq6dn62y0sqw2x,3150000,157500,0.1575
1181,juno1tkm3cg406vk8mxk57lmkjlt72gfkztwjwmrmh7,75309876,3765493,3.765493
1182,juno1thj8ncaa2zw0uk2jnf0v67kqll80nctw7gvudc,35093370,1754668,1.754668
1183,juno1tczuul33dq9q8phdy8z4lm4rzm0h0wv77ygagg,1484520,74226,0.074226
1184,juno1tcfmmqrxrckeqx4du2yt2h7dygeu402svpz4je,1578769,78938,0.078938
1185,juno1tch4sdykkxzlq0gv98ydey6tmf5hcdn5hgz79m,154033922,7701696,7.701696
1186,juno1tc6espt7guse27uudtynx3e6kra3a56t9mhju5,250000000,12500000,12.5
1187,juno1tew56qkw3qufmwfhgaqqxcs7l7jn5tk64xwq3s,109357,5467,0.005467
1188,juno1t6x3lajrqnnqzjfrkvp94nf0lx3jlak5g0lycp,19297448,964872,0.964872
1189,juno1t66khuq67rlh6n8pt7rcxtefeglwvfp5klcau8,99310812,4965540,4.96554
1190,juno1tmzk3flymaq459v3zmv0hfr7r6eyuh7wx34gzk,10001,500,0.0005
1191,juno1tmxpvmqcdv3rwnfurq922xlq873yeteuha40mh,2224032,111201,0.111201
1192,juno1tmskref03kfmpwac8zqzszasmdcrpguvgs8mqf,10001,500,0.0005
1193,juno1tmja2lm5dgzav7awy3urh89spqqjngp4rng7cm,2041450,102072,0.102072
1194,juno1tmn6m94pv4a2yx7uh4v05jxlags6eyztvdyp8m,1001,50,5e-05
1195,juno1tug3p667njqqlgup570uurdk8mvy3tyy5u9wmu,50000000,2500000,2.5
1196,juno1tugm892unf8w2hm0u0pc04xzrmplktgw86q04t,139590128,6979506,6.979506
1197,juno1tufwp6sgrnh49dme3hs62dafvckmtfae3mkn2g,101672229,5083611,5.083611
1198,juno1tufnnnpy8zwfhvygha7ekz6rsedyusgxcjdjzj,500000000,25000000,25.0
1199,juno1tu23xfxdthn6np6g8ux52ct4ack0hxe2n4edrm,8600000,430000,0.43
1200,juno1tuwwym47e68v2cg93j20esjc65hmejk7dh578m,50191000,2509550,2.50955
1201,juno1tumvzhv0fghz32ukp6ghat23fkupa9xjjmxh2r,1001,50,5e-05
1202,juno1taq9pscnws852tfvd4vrtckztu0kttkk4r305h,28958536,1447926,1.447926
1203,juno1ta8nyt27xuv856xslp504878etvndwqvf9qkjn,45000000,2250000,2.25
1204,juno1tan7erlrzm8uxa392cg83nj9ztyhtekp0thyug,1659252,82962,0.082962
1205,juno1t7d0sg3zs37c3tg2t9nenpp9d0sv4z8gmmnhsy,5000000,250000,0.25
1206,juno1tlygg2cczrhvnwurf6w95458mj922nhrmplpn6,5000000,250000,0.25
1207,juno1tl9reau6fgmc96fhsmef3awqk5jp067n3y29uh,4156294155,207814707,207.814707
1208,juno1tlf8wpczal33q2allf84f0jkg4ysj8wpva87yz,1001,50,5e-05
1209,juno1tlhypu4dfyksxzffn5nu95egzt47reqprttj7t,2000000,100000,0.1
1210,juno1tll3jeftdw5r6a33acmd9j4m5vs2qt2hvq9e5z,10,0,0.0
1211,juno1vqg42l85mpnsa3dwv4y9yd9x73nkzyc23zkrcy,149191021,7459551,7.459551
1212,juno1vq6ycehj2686g72aa4dyja2e4gcag0hwhc7p3q,10363310,518165,0.518165
1213,juno1vquuncpxjru7nk7c2qpv7qnagk008pps434l5x,116200000,5810000,5.81
1214,juno1vpxxzm36xtlrejvlyf5yleyrmk2qve77v4ekue,1001,50,5e-05
1215,juno1vpfq4p3fhmqssmts685cg3955k0efs25qk42u5,1300000,65000,0.065
1216,juno1vp2sckqws29334zkfc5c57tyk8vnnv4yd25edr,10,0,0.0
1217,juno1vpc6l9adt7mc2sq4prjdazxfml6n067zxryhyy,11000000,550000,0.55
1218,juno1vpu4h43exyywvksjw0jrffesh6eusexc8378r2,56000000,2800000,2.8
1219,juno1vrg6g8jncpyjn03f6gqnks27adjd2c2x5c66u3,10000000,500000,0.5
1220,juno1vrc6a6484xkqjsgkl3qk8pwt77lazdvdvpaejk,8000000,400000,0.4
1221,juno1vy3mceja6jwwczsluyucmhrh9p4eggtnvz27qy,100000000,5000000,5.0
1222,juno1vy4j7mt9g4dh4s36hl9syxg7e2jg64q6v0l6fy,1460000,73000,0.073
1223,juno1vyekf4mlhcwgtteljsd4pfau8d49kkzveurq6e,100000,5000,0.005
1224,juno1v9w4790href0rcyfwxv5etymfj7v9gmpwyxknf,99986795,4999339,4.999339
1225,juno1v9567xwr2rc03rmd0uwlnj0tqhvm8hv099eftm,1001,50,5e-05
1226,juno1v9hyralegqa0lenkw7dx0nq8ca4ykqdxzgy3w5,7370688,368534,0.368534
1227,juno1v97agk4gkyytpphhymqxhh3aqvvra3vvmll9st,100000000,5000000,5.0
1228,juno1v9letf3sv59ax9xxsttxk5cv4yg8u8w066rtdh,14106077682,705303884,705.303884
1229,juno1vxsaq3dqsekfv7k802kdjt399w024qh39z9n6w,91000000,4550000,4.55
1230,juno1vx4s9vqxcq8ap6nhnpdzgpephavrm22jdk3hdx,58524,2926,0.002926
1231,juno1vxhz7tfnem669srxl6pvy4yk40ywgxhkwl8aez,10001,500,0.0005
1232,juno1v8pu5kg8dmtql8t6x3rxvg93eje240mmykhmyv,1001,50,5e-05
1233,juno1v8rzesv4d9ksenrmkxc25t9snaqawjwphtd8zw,10,0,0.0
1234,juno1v8v8pt2yf6k8ad3mkj7atg9nv8tz9fhne500qd,4126122,206306,0.206306
1235,juno1v84mw8rhm53j9vd6xh4ndm2myaktkr7rdj4gpm,1000,50,5e-05
1236,juno1v8hnu0z7jltnn3ns6sy0ppnx8e0v3l9qk0rxmu,500000,25000,0.025
1237,juno1v8ua7k9ly2kjv62agyey6d6zdgdkvjycgc399v,8160000,408000,0.408
1238,juno1vgqnsf3p7gy0kzzw3e2v69hzznp959zr8h7x3w,3186500,159325,0.159325
1239,juno1vgdh6pzujrl0l3mvqa7hpnvn98uf2lf52rchzm,1001,50,5e-05
1240,juno1vgax2re9j8yfg6p4067lfznef85p4p28thypq9,10000000,500000,0.5
1241,juno1vfsxx38gtpw0k0m0mvhtnxnu3qncpnrlm8ezzz,15000000,750000,0.75
1242,juno1v2ytakyw3nlj6yuuc4z2rwcwwszwefnacyj55z,2395929,119796,0.119796
1243,juno1v286stlc5jqaeah36vgyhhn82qmc0jtpvlfuez,1200000,60000,0.06
1244,juno1v2n8632yupsnksc5kd2hyts63n0c73c5qzp9lz,2550000,127500,0.1275
1245,juno1v2n4hvx73tpamwyyxm44tvnmkh250payhlyfns,14000493,700024,0.700024
1246,juno1v2ht78dcyakze74ysfsnkk3afsx0ysu9au7dmj,3235147,161757,0.161757
1247,juno1v2c35zp594pkeg3l4kafcvyck0fhnl32ep8tes,103627504,5181375,5.181375
1248,juno1v2mrecmcnhfcm4a2kmqe0f2akq5wnuheqd4d4j,251000000,12550000,12.55
1249,juno1vtqvrurrh823k7rcvk27v50lum8yk0renxlghj,42153685,2107684,2.107684
1250,juno1vttv62zlq82e2wr9zgnjkz00ezr89yjm3rsnzv,52076046,2603802,2.603802
1251,juno1vvy5tyhxav3xng0awu28gljhy9hfjcsu8vvf5f,10,0,0.0
1252,juno1vv8gw6ncy9es2jvfvfq30ludulzudgur9z3url,187000000,9350000,9.35
1253,juno1vvf9slh3nlp46aukycsjnd08j95nezxqm8ap3j,117653853,5882692,5.882692
1254,juno1vv385eg0fpmdpxvkyezmc5vwzhnmdm003w99hm,101000,5050,0.00505
1255,juno1vvn9vwpaxpj38kvjt8vay730wkjqsftw2m7qw6,2000000,100000,0.1
1256,juno1vv59m94sksmjrtz6kqyrqh5cnstzjg54tfsmap,2000,100,0.0001
1257,juno1vv60vcmjuuazpulw3fetdez309uu8taxt9waa7,165162336,8258116,8.258116
1258,juno1vdryt7ty9l2y9ttd75thq9ymxmnxml4j4k6r3e,1001,50,5e-05
1259,juno1vdkcackpfsvx32mtylrpgf22snwvmnjc4r5p2c,25000000,1250000,1.25
1260,juno1vdh0l93v3v5r6s3txg8p854l8qjj6hmllft3cy,20150437,1007521,1.007521
1261,juno1vwxxsrs20a344pasy80k5pdn68jyet4mdm5cgn,19750897860,987544893,987.544893
1262,juno1vwfxaz02270vlpsu780y6qxkcx9q08t9v6a9xc,1001,50,5e-05
1263,juno1vwkrqc8zyqg5zkurhyjcjn8kcg0uzau5gx3rze,131080000,6554000,6.554
1264,juno1vwklprwezzeryeq00jp90yf265cr3lzvcjaus6,1278206,63910,0.06391
1265,juno1v0y3rer7qway4sdl80yna67p07h0dksqwhkjyt,1000000,50000,0.05
1266,juno1v03hjrnqu2dmzgt52z3snj3w0xhkjhlerszxtt,7000000,350000,0.35
1267,juno1v0cdwvq00w03088ht45taq9wc962uw4kn0k6rh,2782315299,139115764,139.115764
1268,juno1vs6qkf7nx3l0t50m4uzeg9p6yu7tytp92f45sm,10,0,0.0
1269,juno1v3fgacyt5f8lmguvrvtyjqqnpjmw2ncj0adk4q,12000000,600000,0.6
1270,juno1v3vth5z4j6hx0m30vvkwngrqsvfla48x0dmrad,5000000,250000,0.25
1271,juno1v34q6sz6ags39fjqh0nsmk4f00lxkdhfyhrjvd,1824971839,91248591,91.248591
1272,juno1v3kuau93cdcrgkewyhndsvlchvqyve70rkrdrc,6816007,340800,0.3408
1273,juno1v3hpszx76a2207q84sfknxwaj8jt3s5g6wmylw,167594884,8379744,8.379744
1274,juno1v3l565wnxf4c95lj3393zap74f59hnr4d8gacr,36000000,1800000,1.8
1275,juno1vjsze3hl5ps22j5ej798jcj4p88gjgqkatca7e,36200000,1810000,1.81
1276,juno1vjclpzgw7fy8tpq0n4h7h3eaj4vk0plp7d4wfh,1001,50,5e-05
1277,juno1vn2hgh23fnfrr9hanc0h0vhfhyucel26rqneja,1000000,50000,0.05
1278,juno1vnvy5a6q6pf998zrcc9x7ff4zvh8w6enmzgwvd,64700000,3235000,3.235
1279,juno1vnj5w2cmc4k6xypuguaazulftkr9vvm49600zl,59000000,2950000,2.95
1280,juno1v5r6e5rzn4crc2nj0erfr23tfm6wyh336yhwkw,643308973,32165448,32.165448
1281,juno1v5y75akkfvqa3h0tpmu0gyk5kjemwpsul42482,53981951,2699097,2.699097
1282,juno1v5fnwtjc004m5zjfccwwtqx3t7v250ae7matgg,3500000,175000,0.175
1283,juno1v4xjvmka36peq6lp2vahxax96540nek5822lyu,2483426,124171,0.124171
1284,juno1v4e80v4jgmexzcrh8zqpxj80ez5tp0m66kl7lq,50000000,2500000,2.5
1285,juno1v4u5l3959c2rxf4swnm40gg9dw32ee7g6n89x8,253000000,12650000,12.65
1286,juno1v47fwkyh2phkjk5l2mud85wx2f8mgwg708pxaf,1001,50,5e-05
1287,juno1vkp7x8mq73lecjty8hj7pkh4yzu6zucn3wk8m6,6399165,319958,0.319958
1288,juno1vkthfcdhnn4uvz83q29vwkx2qpzjmpue2arhpw,10148241,507412,0.507412
1289,juno1vkww23qguhaqz4xl25a6ec8pl3hlpjkvj55pq4,10,0,0.0
1290,juno1vkwjwde27ykregg0x6ufht6lsvl9xjmtphp0nm,50190000,2509500,2.5095
1291,juno1vk3m0ndvjxaklzl4sw5kz524l657et0hev7q3m,208885517,10444275,10.444275
1292,juno1vklstzww8wh3kxg2d5grhv2rhxqq78jdk3mkgx,5000000,250000,0.25
1293,juno1vhyqz95vsq0j3k7575vqef47f5avvqnttlwp9n,500000,25000,0.025
1294,juno1vcx9v7njvg66a65udfudd6jp5ll3j9sh3tctdq,100000,5000,0.005
1295,juno1vc8jej6ke9050jrel6e2spf7hhf9mwtqnqa85l,25000000,1250000,1.25
1296,juno1vcs68xf2tnqes5tg0khr0vyevm40ff6zdxatp5,466254000,23312700,23.3127
1297,juno1vcevmxkz78phrpk8xhv6ev9cvzhwpn9rwpgss8,10,0,0.0
1298,juno1vc7xxgjx8z3a59kqecxyytz5uz79tnwwmyg38m,105000,5250,0.00525
1299,juno1venhjj24eetgztgxvj9fzlqjcu2cz0m8huzsen,52000000,2600000,2.6
1300,juno1v6f6l929c3n3j4fvr3actjjk22sywl7rzy75d0,107922,5396,0.005396
1301,juno1v6swcycdj27accwtv9j99kc3me6td4hk67t8pa,15170,758,0.000758
1302,juno1v6jsy0hhf80xsqsr6qk5latlj9vdf43996mlr9,36500744,1825037,1.825037
1303,juno1v6ed3d7fw2uq0qxamapesnlpq5rmfgqs4z9uqa,80000000,4000000,4.0
1304,juno1v6ed30w53rjnl3c9233m99etfaqtxmy0tsa0a5,5000000,250000,0.25
1305,juno1vm469w820ug8cxln03wlnsnwmt2pwx823utpc7,5080000,254000,0.254
1306,juno1vm47td49lslp76yzhyel3wsvzvp5yea4jkk9ye,47000000,2350000,2.35
1307,juno1var7tmkmws4ef5angn7p0y7wmqukxcwdykhwfe,77683206,3884160,3.88416
1308,juno1vagjkrxc3gtah8gz7fwwewd7ztw8de0s5rz0wx,2000000,100000,0.1
1309,juno1vanqldllaprqj3sphamllg0er3rgxca6f8yn4q,1088000000,54400000,54.4
1310,juno1vaulzdw4m0ydwwa8wjzav3kzyewzhn2e7w8998,10,0,0.0
1311,juno1v7xyjj2we4udmyyy68hhlv5gtamcut7cspd7m4,14439567,721978,0.721978
1312,juno1v7vdll3eaxe8sqzvx5006dv7e3d7k7gycgdkts,25500000,1275000,1.275
1313,juno1v7hf3u3xdwp4dm2srkyyfwyynw236mufaf08hz,50010000,2500500,2.5005
1314,juno1v77jkln6l0s2ah6p6pgj75mfqal096xhlj0qve,270564761,13528238,13.528238
1315,juno1vlgnq5dqwfxkvzwnyx4cth7cc7wjf9xmaeagqc,10001,500,0.0005
1316,juno1vlnplctll5za8j7n3tkrv3a78aaz355vggncw9,138000000,6900000,6.9
1317,juno1dqke8sxwxwcx2e3u9vajwfz30kga8jmnqhsu9l,1001,50,5e-05
1318,juno1dpss7f777xrpn86fz52at4yyvss6h449cwgryh,4000000,200000,0.2
1319,juno1dzrnwu24y33ck2y56ehmfnda5suhdqfg669ued,25480964,1274048,1.274048
1320,juno1dz5xpjdqw6zu2lvq2gdqltpz75pg72kjj6lrck,1001,50,5e-05
1321,juno1dz6dlug7e2vvztk7gnywa7flle4p6t3qechjsp,1001,50,5e-05
1322,juno1dzmfu9nwvj79dlez9r0j6835aad9exc6mrvtzc,18421207,921060,0.92106
1323,juno1dr0m5qxvmnu5st3hvpwyts797hlktz9pcdlnkw,1000,50,5e-05
1324,juno1drncpelkwyfn74ydqfd6jpdecuzyj35y2juun8,9871543,493577,0.493577
1325,juno1dr6ctrmmq7xfpuevxupf84x2w87f2cjtcaahy0,10,0,0.0
1326,juno1drlw5k8qkgccldcyus048lgz62memkuwqputlh,34016,1700,0.0017
1327,juno1dypcvkhz3s70xq0l5mfveyr9wkrfhz0985zjxc,5200000,260000,0.26
1328,juno1dyrsadv953fcxz9tdsgg7ec2m25l8rsjckumgh,1000000,50000,0.05
1329,juno1dyvq0fxfq9d7speah7h6tqghehd8mkdmw058sp,50103750,2505187,2.505187
1330,juno1d97atqg09pzt6x0rfr36crka0nngh3u7wyknnh,1001,50,5e-05
1331,juno1dxph3jrlg6jwx8pj3chsx6usjev5tascxpnaf8,100,5,5e-06
1332,juno1dxy5vd2xe3s48hlwrpy9xeepqzn3jg9hn89r0f,124236448,6211822,6.211822
1333,juno1dxjd5zhlc7djaqr36g49cnew9tm5ed3uvxhuwu,1,0,0.0
1334,juno1d8ggmjjl7wxch37jm4epl9w8vekfgaksncfrvq,64500000,3225000,3.225
1335,juno1d8g5e72najrzq2crj9dpq5wk3c6xqpecnfl3av,400000000,20000000,20.0
1336,juno1d8gkhdnj5hxdql5x4quns5yvld99hwpl7d5xyj,5148452,257422,0.257422
